Record Count,Loaded to Repository,Survey,Year,Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Species Code,Common Name,Scientific Name,Haul Count,Catch Count,Mean Weight CPUE (kg/km2),Var Weight CPUE,Mean Number CPUE (number/km2),Var Number CPUE,Stratum Biomass (mt),Stratum Biomass Var,Min Stratum Biomass (lower 95% CL),Max Stratum Biomass (upper 95% CL),Stratum Population (number),Stratum Population Var,Min Stratum Population (lower 95% CL),Max Stratum Population (upper 95% CL)
1,2018-09-24 11:58:41,GOA,1993,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,4,11119.4,77424326.0204828,9143.7,55014590.0368943,16993.9,180843143.72431,0,59784.8,13974493,128499812970203,0,50044932
1,2018-09-24 11:58:41,GOA,1993,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,19,19,3226.2,943291.358259122,2463.5,606953.176121234,21484.4,41833469.5393804,7895.4,35073.4,16405616,26917406782945.3,5505211,27306022
1,2018-09-24 11:58:41,GOA,1993,231,Kodiak,201,300,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,4,2677.4,3378388.74583195,1650,1055814.12841489,4344.4,8894879.29958657,0,13834.5,2677349,2779827882932.38,0,7982639
1,2018-09-24 11:58:41,GOA,1993,232,Kodiak,201,300,Upper Shelikof Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,5,5,6714.1,2083255.8719171,4758.8,1335862.24074759,21540.5,21442370.3853132,8685.9,34395,15267430,13749656648515.7,4973875,25560985
1,2018-09-24 11:58:41,GOA,1993,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,20,20,4112.7,1027751.66403828,2851.9,435031.919350816,12513.7,9514967.60485179,6057.6,18969.8,8677561,4027543583276.9,4477174,12877949
1,2018-09-24 11:58:41,GOA,1993,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,9,9,1895.7,324424.442179311,1404.2,217315.11224641,4032.8,1468218.34181015,1238.6,6827,2987243,983483339323.615,700366,5274120
1,2018-09-24 11:58:41,GOA,1993,250,Southeastern,201,300,Baranof-Chichagof Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,8,8,1127.7,102910.792872867,953.7,78323.6563930521,1268.9,130307.145206329,415.2,2122.7,1073179,99174554794.3493,328394,1817965
1,2018-09-24 11:58:41,GOA,1993,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,22,21,1014.7,53198.7440058837,1310.5,108308.787143183,3984.9,820420.821098523,2100.9,5868.9,5146418,1670317330619.07,2458210,7834625
1,2018-09-24 11:58:41,GOA,1993,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,6,6,1769.8,753750.011453926,1222.4,337625.231471504,4479.4,4828878.54855076,0,10129.1,3094114,2162986683817.64,0,6875309
1,2018-09-24 11:58:41,GOA,1993,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,6,6,9068.4,34423507.6732723,5729.9,13019235.4643089,14545.3,88561044.5763838,0,38740.2,9190598,33494468467556.3,0,24070107
1,2018-09-24 11:58:41,GOA,1993,330,Kodiak,301,500,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,10,10,1136.1,97103.060523531,758.2,40498.4906852923,3308.1,823278.463017708,1255.7,5360.5,2207629,343362351157.251,882162,3533096
1,2018-09-24 11:58:41,GOA,1993,340,Yakutat,301,500,Yakutat Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,15,15,979.9,41735.7079210822,453.7,9002.91468276624,1085,51163.0940995393,599.8,1570.1,502324,11036519901.7463,276982,727667
1,2018-09-24 11:58:41,GOA,1993,341,Yakutat,301,500,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,3,3,1909.3,155938.66650399,943,21164.0712135824,2903.2,360554.275903464,319.4,5487,1433939,48934600652.0283,482065,2385813
1,2018-09-24 11:58:41,GOA,1993,350,Southeastern,301,500,Southeastern Deep Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,13,13,1518,178331.878849695,1042.3,67299.6007942643,3558.7,980088.65947068,1401.5,5715.9,2443552,369869795298.661,1118351,3768753
1,2018-09-24 11:58:41,GOA,1993,351,Southeastern,301,500,Southeastern Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,1,1,368,,278,,284,,,,214630,,,
1,2018-09-24 11:58:41,GOA,1996,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,28,22,2718.4,1002446.89640437,3386,1436575.67875237,22651.6,69604087.535583,5532,39771.2,28214941,99747467575614,7720868,48709015
1,2018-09-24 11:58:41,GOA,1996,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,25,25,2038,453441.220981645,3165.1,715688.038834231,27882.5,84873475.086163,8867.5,46897.5,43302002,133959878640854,19413051,67190952
1,2018-09-24 11:58:41,GOA,1996,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,26,21,1416.1,193196.021171186,3817.2,826126.678266639,9736.9,9133717.0735012,3511.1,15962.6,26246326,39056742993029.1,13372274,39120377
1,2018-09-24 11:58:41,GOA,1996,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,23,20,1426.7,272685.016160759,3145.5,998477.278474654,17688.8,41919858.9902233,4260.5,31117,39000266,153495880734142,13304764,64695769
1,2018-09-24 11:58:41,GOA,1996,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,17,15,4490.2,4959445.06647928,8263.4,10218738.4989965,35655.7,312728374.694657,0,73146,65618655,644364326932555,11803870,119433439
1,2018-09-24 11:58:41,GOA,1996,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,18,12,1247.9,501528.854008927,3008.9,2235524.84249643,9112.2,26741749.1746525,0,20023.5,21971352,119199212834682,0,45007993
1,2018-09-24 11:58:41,GOA,1996,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,35,23,5955.8,5242172.65583153,6954.1,4832113.68023042,64275.1,610542864.405722,13819,114731.2,75048815,562784311230203,26606295,123491335
1,2018-09-24 11:58:41,GOA,1996,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,24,23,13799,59274497.6873931,12426.6,25798602.1670575,79566.1,1970736028.48179,0,171415.2,71652919,857742144745364,11057630,132248209
1,2018-09-24 11:58:41,GOA,1996,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,19,12,5132.2,12940543.156684,4583.7,8117939.18407047,79052.7,3070233638.98814,0,195468.5,70602841,1926037389653110,0,162808677
1,2018-09-24 11:58:41,GOA,1996,32,Kodiak,1,100,Lower Cook Inlet,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,6,6,2165,1055194.8547448,2319.2,879154.422772914,21404.8,103145715.050285,0,47516,22929352,85937693089362.1,0,46763187
1,2018-09-24 11:58:41,GOA,1996,33,Kodiak,1,100,Kenai Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,4,3,846.7,108200.927192831,813.6,273237.227786735,4453.8,2993753.31237574,0,9959.5,4279832,7560054030711.69,0,13028917
1,2018-09-24 11:58:41,GOA,1996,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,6,6,5936.9,11247557.5865553,8555.4,12071871.6011231,13058.9,54419473.3882457,0,32025,18818692,58407782337466,0,38467556
1,2018-09-24 11:58:41,GOA,1996,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,22,18,3574,1384098.29194484,3945.2,1203012.89551542,35550.9,136950262.685667,11209.6,59892.3,39243780,119032682154085,16550544,61937017
1,2018-09-24 11:58:41,GOA,1996,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,10,3355.5,700739.829581323,5646.3,2455747.38949134,22529.7,31590724.1099566,10007.1,35052.4,37911321,110709902577564,14468579,61354064
1,2018-09-24 11:58:41,GOA,1996,50,Southeastern,1,100,Southeastern Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,8,4,514.8,86311.3347711069,697.5,106015.458207824,3370.1,3698817.96227172,0,7918.5,4565927,4543225778369.42,0,9606888
1,2018-09-24 11:58:41,GOA,1996,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,6,6,12664.5,23985304.1402084,17173.4,48994784.5817623,53765,432280131.367596,310.5,107219.6,72906680,883018693093261,0,149305565
1,2018-09-24 11:58:41,GOA,1996,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,41,38,5076.1,2137907.26595685,6188.6,2353822.67307469,41389.2,142135471.51608,17294.7,65483.6,50459978,156490274779516,25178062,75741895
1,2018-09-24 11:58:41,GOA,1996,112,Shumagin,101,200,West Shumagin Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,13,13,10076.2,5438919.85400543,14933.9,10423915.483971,22956,28230096.7861605,11378.5,34533.4,34023069,54104151357654.1,17995321,50050818
1,2018-09-24 11:58:41,GOA,1996,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,16,16,8272.1,2716337.16642136,13349.5,5778873.76114435,91853.2,334923509.132896,52854,130852.5,148233500,712533297723266,91350037,205116964
1,2018-09-24 11:58:41,GOA,1996,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,28,28,21026.1,22798177.4595797,19563.5,10742417.9982919,162628.8,1363885716.25217,86846.8,238410.9,151316415,642657970877581,99296780,203336051
1,2018-09-24 11:58:41,GOA,1996,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,24,24,12404.3,9181180.71952633,12796.1,8757372.42427784,62154.8,230516451.806595,30741.7,93568,64118026,219875687023575,33438469,94797584
1,2018-09-24 11:58:41,GOA,1996,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,32,32,17413.3,12797091.4196824,16581.7,8846063.90000575,137770.3,801049084.700276,79975.9,195564.6,131190439,553729840469924,83139188,179241690
1,2018-09-24 11:58:41,GOA,1996,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,21,21,9358.5,7633278.90541416,10059.6,5271471.86831119,68657.7,410844400.403413,26376,110939.5,73801148,283725346055891,38664254,108938042
1,2018-09-24 11:58:41,GOA,1996,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,15,15,9361,7832013.46659086,8412.8,8095112.68818073,102791.1,944364490.088408,36874.1,168708,92379051,976088332660851,25364076,159394025
1,2018-09-24 11:58:41,GOA,1996,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,17,17,10870.9,7329320.03954089,11796.7,6298826.39368772,131288.3,1069012072.02272,61973.3,200603.3,142469205,918710251169397,78211511,206726900
1,2018-09-24 11:58:41,GOA,1996,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,24,22,3512,2025051.9349533,4557.1,2539617.34433641,17650.6,51150231.8587656,2853.3,32448,22903044,64147498517535.8,6331982,39474107
1,2018-09-24 11:58:41,GOA,1996,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,23,23,3504.5,593697.206077516,3998.4,782760.908868742,25742.6,32034662.0846482,14003.9,37481.3,29370677,42236144876532.1,15891888,42849467
1,2018-09-24 11:58:41,GOA,1996,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,8,8,2796.7,994450.22502925,4083.6,1958233.49072884,14757,27687547.135626,2312.6,27201.4,21547289,54521262816871,4084481,39010098
1,2018-09-24 11:58:41,GOA,1996,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,9,9,7039,6225842.65251481,9981.7,11526016.8154356,63575.6,507874919.034121,11607.4,115543.8,90153525,940238162710516,19443948,160863102
1,2018-09-24 11:58:41,GOA,1996,143,Yakutat,101,200,Fairweather Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,10,10,2348.8,566334.635150496,5149.5,3358680.94955601,18150.4,33818522.8609266,4996,31304.7,39793234,200562744047845,7758750,71827718
1,2018-09-24 11:58:41,GOA,1996,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,14,14,5560.7,2281053.83059769,8141.8,3656893.38122893,23334.9,40168495.4673881,9645.1,37024.6,34166134,64396509735207.2,16832687,51499580
1,2018-09-24 11:58:41,GOA,1996,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,36,35,3075,965884.556164403,6048.6,2033799.77894961,21179.8,45823876.6073675,7356.8,35002.8,41662129,96488332399441.7,21603874,61720383
1,2018-09-24 11:58:41,GOA,1996,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,22,22,1617.8,157145.014632751,1557.8,116519.617859679,4510.3,1221434.71075761,2211.5,6809.1,4343104,905667329444.905,2363639,6322568
1,2018-09-24 11:58:41,GOA,1996,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,22,22,5728.7,695802.784852587,4982.9,706002.23500494,57388.8,69827995.622583,40007.7,74769.9,49917621,70851571808387,32409558,67425683
1,2018-09-24 11:58:41,GOA,1996,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,10,10,5160.2,4726419.70241989,4958.6,7441562.55199962,7886.4,11039690.5143225,370.7,15402.2,7578321,17381559973395.1,0,17008870
1,2018-09-24 11:58:41,GOA,1996,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,20,20,1573,81015.5079850928,1431.2,90233.7637250252,10475.6,3592908.76126187,6508.3,14442.9,9531005,4001723723178.17,5344103,13717907
1,2018-09-24 11:58:41,GOA,1996,231,Kodiak,201,300,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,5,5,1309.6,125472.872808426,730.7,48960.9202866883,2125,330354.53968412,529.5,3720.6,1185643,128908041409.997,188954,2182331
1,2018-09-24 11:58:41,GOA,1996,232,Kodiak,201,300,Upper Shelikof Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,6,6,3960.4,292856.52185607,3064.6,198460.289677129,12705.8,3014290.32124303,8242.1,17169.5,9831802,2042696288726.88,6157254,13506351
1,2018-09-24 11:58:41,GOA,1996,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,11,11,3119.7,626695.347757343,3255.1,1272963.3723726,9492.3,5801971.56635338,4125.7,14859,9904306,11785147788227.9,2255692,17552919
1,2018-09-24 11:58:41,GOA,1996,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,16,16,1437.9,114661.482058405,1465,144546.833251774,3058.9,518913.093990123,1523.8,4593.9,3116634,654162523653.287,1393075,4840194
1,2018-09-24 11:58:41,GOA,1996,250,Southeastern,201,300,Baranof-Chichagof Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,5,5,1432,134983.080706145,1246.2,143285.100072863,1611.4,170917.54331057,463.7,2759,1402345,181429681181.873,219920,2584770
1,2018-09-24 11:58:41,GOA,1996,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,23,22,1080.8,44666.4342562793,1438.2,147198.352208241,4244.5,688837.177509812,2523.2,5965.8,5647802,2270064740056.24,2522961,8772643
1,2018-09-24 11:58:41,GOA,1996,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,16,15,795.7,77078.7544235564,497.6,22961.2003464376,2014,493802.902990304,516.5,3511.4,1259353,147100293355.905,442037,2076670
1,2018-09-24 11:58:41,GOA,1996,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,13,13,1776.3,204593.707062963,1001.7,48990.8068659264,2849.1,526356.366214214,1268.3,4430,1606729,126038202494.252,833144,2380315
1,2018-09-24 11:58:41,GOA,1996,330,Kodiak,301,500,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,11,9,655.6,43460.6743550965,358.4,10712.8010460953,1908.9,368476.925360209,556.5,3261.3,1043591,90827398562.8555,372126,1715057
1,2018-09-24 11:58:41,GOA,1996,340,Yakutat,301,500,Yakutat Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,5,5,878.6,163347.088606722,498.9,47530.8234786104,972.8,200244.416150179,0,2215,552392,58267227642.6474,0,1222480
1,2018-09-24 11:58:41,GOA,1996,341,Yakutat,301,500,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,1,1,3758,,2197,,5715,,,,3340368,,,
1,2018-09-24 11:58:41,GOA,1996,350,Southeastern,301,500,Southeastern Deep Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,8,7,2740.7,3187475.47094936,1784.7,1210333.58351619,6425.2,17517947.8933852,0,16323.8,4183884,6651834921677.27,0,10283491
1,2018-09-24 11:58:41,GOA,1996,351,Southeastern,301,500,Southeastern Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,4,793,312591.573523147,534,100762.435054866,612.7,186618.255836592,0,1987.3,412615,60155523937.6742,0,1193052
1,2018-09-24 11:58:41,GOA,1999,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,19,17,987.8,67612.4898151829,1556,100757.672247309,8230.9,4694618.41467595,3678.6,12783.1,12965379,6996027284974.82,7408234,18522525
1,2018-09-24 11:58:41,GOA,1999,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,29,29,1581.9,108794.620392917,2804.2,344966.267251796,21641.8,20363780.521402,12399.9,30883.6,38365201,64569528605664.8,21908463,54821939
1,2018-09-24 11:58:41,GOA,1999,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,16,14,1794.8,338878.851949706,4298.7,1950741.70686295,12340.8,16021155.8040262,3811.1,20870.4,29557224,92225102390578.5,9092400,50022049
1,2018-09-24 11:58:41,GOA,1999,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,26,25,1626,128063.174694938,3841.3,773641.086222307,20160.7,19687147.833188,11020.5,29301,47627078,118931819944089,25161569,70092586
1,2018-09-24 11:58:41,GOA,1999,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,18,15,3509,1041533.58021936,6017.3,2346594.18693788,27864.6,65676118.873343,10765,44964.2,47782832,147969495843206,22116220,73449445
1,2018-09-24 11:58:41,GOA,1999,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,17,15,2604.9,1389011.37754064,4706.7,3835282.89986672,19021.3,74062725.5281893,776.6,37265.9,34368995,204499048264618,4052324,64685666
1,2018-09-24 11:58:41,GOA,1999,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,24,22,3193,381175.006362484,3579.5,492980.267615056,34459.2,44394508.8236521,20673.6,48244.8,38630372,57416190661017.5,22952841,54307903
1,2018-09-24 11:58:41,GOA,1999,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,13,13,7543.9,3342999.55276937,8478.4,3290436.79031193,43498.9,111146781.81815,20526.6,66471.3,48886923,109399195018213,26095875,71677970
1,2018-09-24 11:58:41,GOA,1999,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,34,25,4985.3,11463462.5847058,6194.3,10302698.5156851,76789.2,2719786026.0345,0,183282.7,95410987,2444386697854420,0,196368977
1,2018-09-24 11:58:41,GOA,1999,32,Kodiak,1,100,Lower Cook Inlet,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,22,13,1744.8,1017512.37741701,1940.4,987177.012500711,17250.6,99462237.9641681,0,37994.6,19184718,96496944026718,0,39617153
1,2018-09-24 11:58:41,GOA,1999,33,Kodiak,1,100,Kenai Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,12,11,2819.9,893809.881514704,2865.7,1313343.65721949,14832.7,24730345.3199624,3887.3,25778.2,15073856,36338199922089.3,1805969,28341742
1,2018-09-24 11:58:41,GOA,1999,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,5,5,5533.5,9768497.59959877,8290.4,14054494.1713625,12171.6,47263282.8126124,0,31256.1,18235775,68000378362851.2,0,41127321
1,2018-09-24 11:58:41,GOA,1999,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,23,20,972.2,115982.547312743,1449.1,136053.819362841,9670.8,11475948.2139915,2644.9,16696.7,14413900,13461909757108.5,6804296,22023505
1,2018-09-24 11:58:41,GOA,1999,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,15,9,907.5,217585.245660863,1073.9,229491.652452169,6093.1,9809169.07517059,0,12811.1,7210653,10345933215307.7,311240,14110066
1,2018-09-24 11:58:41,GOA,1999,50,Southeastern,1,100,Southeastern Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,10,7,2960.4,7121208.24383512,2993.4,6177291.55076799,19379.9,305174900.089625,0,58895.4,19595781,264723943926524,0,56399289
1,2018-09-24 11:58:41,GOA,1999,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,9,9,5051.2,2590790.41325401,10939,8309081.41546659,21444.1,46693058.9514558,5686.6,37201.5,46439313,149752147599440,18220039,74658587
1,2018-09-24 11:58:41,GOA,1999,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,17,17,2038.4,338533.332892855,3020.5,582710.913801489,16620.7,22506867.1877591,6563.1,26678.3,24628667,38740637542887.8,11433367,37823966
1,2018-09-24 11:58:41,GOA,1999,112,Shumagin,101,200,West Shumagin Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,5,5,3360.6,662081.116865483,6815.6,2565980.81256832,7656.3,3436456.96408586,2510.2,12802.4,15527511,13318432452518.8,5396658,25658364
1,2018-09-24 11:58:41,GOA,1999,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,24,24,7434.2,1678650.46466626,14318.8,5011175.33117678,82549.8,206977068.673064,52783.7,112315.9,158996453,617876325349215,107567076,210425831
1,2018-09-24 11:58:41,GOA,1999,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,17,17,5188.8,1225007.95486597,6726,1227265.67132152,40133.1,73285281.4616077,21984.4,58281.7,52023344,73420347838318.5,33857981,70188707
1,2018-09-24 11:58:41,GOA,1999,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,11,3338.2,1556542.14415437,4660,1235192.93454419,16726.9,39080874.5758364,2798.7,30655.2,23349912,31012600804397.8,10942412,35757412
1,2018-09-24 11:58:41,GOA,1999,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,18,18,15423.2,21855952.666079,18389.6,16896754.5445932,122025,1368099226.94525,43980.7,200069.3,145494198,1057672350572890,76873042,214115354
1,2018-09-24 11:58:41,GOA,1999,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,16,16,8231.4,6443630.40220311,11628.9,9890910.88151577,60388.5,346814193.719115,20703,100074,85314607,532356461870883,36146361,134482853
1,2018-09-24 11:58:41,GOA,1999,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,24,24,7742.2,1349152.13582311,10334.3,3067414.74516183,85015.3,162677372.074652,58626.2,111404.4,113479036,369861156912096,73688494,153269578
1,2018-09-24 11:58:41,GOA,1999,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,26,26,3237.6,217288.780533029,6114.4,827033.640675786,39100.4,31692480.1007126,27503.4,50697.3,73843932,120626325645714,51218948,96468915
1,2018-09-24 11:58:41,GOA,1999,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,11,6081.7,10744297.2892481,6178.9,5103257.56916272,30565.4,271387260.750535,0,67269.1,31053711,128901784389887,5758130,56349291
1,2018-09-24 11:58:41,GOA,1999,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,16,16,1771.5,63384.3460989512,2372,169351.519023741,13012.7,3420087.02070796,9071.8,16953.7,17423985,9137854498744.42,10982209,23865760
1,2018-09-24 11:58:41,GOA,1999,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,11,2020.9,309107.845910672,3049.9,572299.626098125,10663.2,8606200.52993786,4127.1,17199.3,16092750,15934003004350.4,7199150,24986351
